Unit_ID,Unit_Name,Country_Area,Status,Production_start_year,Operator,Latitude,Longitude,Cat_3,Bathymetry_class,RiskScore
OG0009654,Marlin,Australia,operating,1969,Esso,-38.231667,148.219167,0.0225282,-50,3.364285714
OG0009659,Snapper,Australia,operating,1981,Esso,-38.20055064,147.9557265,0.0223917,-50,3.342857143
OG0010812,Kipper,Australia,operating,2017,ExxonMobil,-38.18,148.59,0.022588,-50,3.4
OG0010816,Barracouta West,Australia,operating,2021,Esso Australia Pty Ltd,-38.29468919,147.6180355,0.0222756,-30,4.414285714
OG0013070,Enterprise,Australia,operating,2024,Beach Energy Ltd,-38.64,142.97,0.0163521,5,6.342857143
OG0014049,Trefoil,Australia,discovered,2027 (expected),Beach Energy Ltd,-39.915167,145.323833,0.0219322,-50,3.257142857
OG0014050,Manta,Australia,discovered,2028 (expected),Cooper Energy,-38.28,148.72,0.0225235,-100,1.885714286
OG0014060,Judith,Australia,discovered,2027 (expected),Emperor Energy,-38.15,148.54,0.0226441,-50,3.414285714
OG0014100,Kupe,New Zealand,operating,2009,Beach Energy Ltd,-39.8564,174.1139,0.0235024,-30,4.985714286
OG0014101,Maui,New Zealand,operating,1979,OMV New Zealand,-39.564,173.422,0.0228379,-100,1.9
OG0014103,Maari,New Zealand,operating,2009,OMV New Zealand,-39.9694,173.3119,0.0231867,-50,3.471428571
OG0018030,Pohokura,New Zealand,operating,2006,OMV New Zealand,-38.9488,174.2911,0.0236587,-5,7.85
OG0013126,Inhassoro,Mozambique,discovered,NA,Sasol,-21.6733,35.3525,0.0490245,-1,8.871428571
OG0013127,Juan de Nova Maritime Profond Block,Mozambique,discovered,NA,South Atlantic Petroleum (SAPETRO),-17.0844,42.7399,0.0939253,-1,9.071428571
OG0010004,Scarborough,Australia,in development,2026 (expected),Woodside Energy,-19.88387228,113.1470259,0.2477766,-100,3.528571429
OG0010036,Rivoli,Australia,discovered,NA,NA,-21.98143733,114.1815119,0.0608845,-20,8.357142857
OG0010056,Pyrenees,Australia,discovered,NA,Woodside,-21.54802242,114.1482336,0.0933464,-100,2.785714286
OG0010060,Macedon,Australia,operating,2013,Woodside,-21.55563443,114.1572966,0.0933464,-50,5.742857143
OG0010108,Greater Enfield,Australia,operating,NA,Woodside Energy,-21.53562728,113.8463317,0.1023858,-100,2.914285714
OG0010173,Thebe,Australia,discovered,NA,NA,-19.42349428,113.0886589,0.2455545,-100,3.5
OG0010194,Mentorc,Australia,discovered,NA,Western Gas,-20.43622932,113.7463509,0.1932712,-100,3.285714286
OG0010199,Chester,Australia,discovered,NA,NA,-20.47896333,113.9275789,0.1730142,-100,3.228571429
OG0010818,Equus Gas,Australia,discovered,2027 (expected),Western Gas,-20.11,113.79,0.1692603,-100,3.214285714
OG0009991,North Rankin,Australia,operating,1984,Woodside Energy,-19.59718747,116.1262902,0.2725658,-100,3.757142857
OG0009993,Angel,Australia,operating,2008,Woodside Energy,-19.5042585,116.5979162,0.3279435,-50,8.714285714
OG0009994,Goodwyn,Australia,operating,NA,Woodside Petroleum Ltd,-19.69225146,115.8967491,0.293154,-100,4.071428571
OG0009995,Goodwyn S/Pueblo,Australia,discovered,NA,Woodside Energy,-19.76587945,115.8635361,0.2881812,-50,8.228571429
OG0009997,Eaglehawk,Australia,discovered,NA,NA,-19.50693048,116.2782132,0.3084193,-100,4.592857143
OG0010006,Ichthys,Australia,operating,2018,INPEX Corporation,-13.9123138,123.2591829,0.2699666,-100,3.7
OG0010011,Gorgon,Australia,operating,2016,Chevron Australia,-20.38318339,114.862885,0.2103376,-100,3.314285714
OG0010045,Perseus,Australia,operating,2013,Woodside Energy,-19.58428147,116.1380172,0.2725658,-100,3.757142857
OG0010051,Maitland,Australia,discovered,NA,NA,-20.56106935,115.175518,0.229617,-50,6.857142857
OG0010071,Nimrod,Australia,discovered,NA,NA,-21.35988531,114.642612,0.1134526,-100,2.942857143
OG0010076,Hermes,Australia,operating,NA,Woodside,-19.44960149,116.4878432,0.3080269,-50,8.557142857
OG0010080,Reindeer,Australia,operating,NA,Quadrant Energy,-20.01642748,116.3070232,0.2773404,-50,7.928571429
OG0010086,John Brookes,Australia,operating,NA,Santos,-20.43242451,115.1101466,0.2300412,-50,6.892857143
OG0010099,Coaster,Australia,discovered,NA,NA,-21.6563773,114.8573245,0.0975787,5,9.242857143
OG0010100,Antiope,Australia,discovered,NA,NA,-20.84606338,114.728831,0.1926306,-100,3.271428571
OG0010109,Jansz-Io,Australia,operating,2016,Chevron Australia,-19.84755837,114.483333,0.2625821,-100,3.671428571
OG0010116,Chamois,Australia,discovered,NA,NA,-20.3752776,116.0235291,0.2517581,-30,8.628571429
OG0010125,Blacktip,Australia,operating,2009,Eni S.P.A.,-13.90416787,128.4846802,0.1183774,-50,6.085714286
OG0010157,Pluto,Australia,operating,2012,Woodside energy,-19.88618541,115.1378181,0.2708285,-100,3.714285714
OG0010164,Pemberton,Australia,operating,NA,Woodside Energy,-19.83415744,115.6679341,0.258301,-50,7.607142857
OG0010168,Xena,Australia,operating,NA,Woodside Energy,-19.96531641,115.2163121,0.2401365,-100,3.457142857
OG0010170,Prelude,Australia,operating,2018,Shell,-13.8147198,123.3406179,0.2796458,-100,3.785714286
OG0010211,Dorado,Australia,discovered,2028 (expected),Santos,-19.027222,118.743539,0.2964965,-50,8.414285714
OG0010795,Wheatstone,Australia,operating,2017,Chevron,-19.93049042,115.3354581,0.2401344,-100,3.435714286
OG0010796,Wheatstone/Iago,Australia,operating,2017,Chevron,-19.93049042,115.3354581,0.2401344,-100,3.435714286
OG0010808,Julimar-Brunello,Australia,operating,2016,Woodside Petroleum Ltd,-20.0314,115.1765,0.2427497,-100,3.485714286
OG0010809,North Rankin,Australia,operating,NA,Woodside Energy,-19.5842306,116.1380722,0.2725658,-100,3.757142857
OG0010813,Persephone,Australia,operating,2017,Woodside Energy,-19.492861,116.124639,0.2885543,-100,4.014285714
OG0010814,Tidepole,Australia,operating,NA,Woodside Energy,-19.762471,115.890091,0.2802202,-50,8
OG0010815,Pyxis,Australia,operating,2021,Woodside Energy,-19.8961912,115.1790584,0.2627524,-100,3.685714286
OG0010819,Montara,Australia,operating,NA,Jadestone,-12.6648,124.5444,0.1385377,-50,6.15
OG0013066,Gorgon,Australia,operating,2016,Chevron Australia,-20.4072,114.8503,0.2011157,-100,3.3
OG0014053,Greater Western Flank Phase 3,Australia,operating,NA,Woodside Energy,-19.6460955,116.0219058,0.2964836,-100,4.171428571
OG0017175,Greater Western Flank Phase 1,Australia,operating,2015,Woodside Energy,-19.78666645,115.7811231,0.2881812,-100,3.978571429
OG0017176,Greater Western Flank Phase 2,Australia,operating,2018,Woodside Energy,-19.78666645,115.7811231,0.2881812,-100,3.978571429
OG0020350,Browse to North West Shelf,Australia,discovered,2026 (expected),Woodside Energy,-13.99,121.98,0.250974,-100,3.557142857
OG0020351,Clio-Acme,Australia,discovered,2027 (expected),Chevron,-20.21,114.82,0.2239937,-100,3.364285714
OG0020352,Crux,Australia,in development,2027 (expected),Shell Australia,-12.964572,124.442558,0.1620754,-100,3.028571429
OG0020781,Pavo,Australia,discovered,NA,Santos,-19.0352826,119.1848064,0.3054978,-50,8.485714286
OG0020782,Brees,Australia,discovered,NA,Finder Energy Holdings Limited,-19.11015919,117.762762,0.3189377,-100,4.9
OG0020783,Favre,Australia,discovered,NA,Finder Energy Holdings Limited,-19.11015919,117.762762,0.3189377,-100,4.9
OG0020784,Brady,Australia,discovered,NA,Finder Energy Holdings Limited,-19.11015919,117.762762,0.3189377,-100,4.9
OG0013080,Stabroek,Guyana,operating,NA,ExxonMobil,7.9904,-57.0997,0.0213104,-100,1.764285714
OG0013088,Longtail,Guyana,discovered,2025 (expected),ExxonMobil,7.9302,-56.5831,0.0205708,-100,1.621428571
OG0013089,Hammerhead,Guyana,discovered,2029 (expected),ExxonMobil,7.9865,-57.1038,0.0213104,-100,1.764285714
OG0013090,Pluma,Guyana,discovered,NA,ExxonMobil,7.6425,-56.5919,0.0198749,-100,1.485714286
OG0013091,Tilapia,Guyana,in development,2025 (expected),ExxonMobil,7.9143,-56.6356,0.0205708,-100,1.621428571
OG0013092,Haimara,Guyana,discovered,NA,ExxonMobil,7.6418,-56.3146,0.0216481,-100,1.821428571
OG0013093,Yellowtail,Guyana,in development,2025 (expected),ExxonMobil,7.9949,-56.7079,0.019909,-100,1.5
OG0013109,Kwaskwasi-1,Suriname,in development,2029 (expected),Total,7.4528,-56.0976,0.0200172,-100,1.514285714
OG0013110,Keskesi East-1,Suriname,in development,2029 (expected),Total,7.3797,-55.9018,0.0216245,-100,1.8
OG0013111,Maka Central-1,Suriname,in development,2029 (expected),Total,7.49269,-56.18344,0.0188793,-100,1.457142857
OG0013114,Gran Morgu,Suriname,in development,2028 (expected),Total,7.2805,-56.1367,0.0205037,-50,2.885714286
OG0013158,Whiptail,Guyana,in development,2027 (expected),ExxonMobil,7.8837,-56.748,0.0203658,-100,1.585714286
OG0017566,Pinktail,Guyana,in development,2027 (expected),ExxonMobil,7.8188,-56.6535,0.0228635,-100,1.914285714
OG0017567,Lau Lau,Guyana,discovered,NA,ExxonMobil,7.7023,-56.4609,0.0200837,-100,1.528571429
OG0017568,Fangtooth,Guyana,discovered,NA,ExxonMobil,7.9422,-57.071,0.0240607,-100,2.028571429
OG0017569,Barreleye,Guyana,discovered,NA,ExxonMobil,7.727,-56.866,0.0234301,-100,1.971428571
OG0017572,Seabob,Guyana,discovered,NA,ExxonMobil,7.7328,-56.7538,0.0228985,-100,1.928571429
OG0017574,Sailfin,Guyana,discovered,NA,ExxonMobil,7.51213,-56.41654,0.0238276,-100,2
OG0020630,Fangtooth SE-1,Guyana,discovered,NA,ExxonMobil,7.9821,-56.985,0.0248201,-100,2.064285714
OG0020632,Wei-1,Guyana,discovered,2030 (expected),"CGX Energy, Inc.",7.6208,-56.5675,0.0203576,-100,1.571428571
OG0020643,Baja-1,Suriname,discovered,NA,APA Corporation,6.597482191,-55.25136774,0.0303681,-30,5.871428571
OG0021099,Bluefin,Guyana,discovered,NA,ExxonMobil,7.5902,-56.3613,0.0216481,-100,1.821428571
OG0013120,Mamba,Mozambique,in development,2028 (expected),Mozambique Rovuma Venture,-10.8753,41.2086,0.0210475,-100,1.685714286
OG0013121,Coral/Coral South,Mozambique,operating,2022,Eni S.P.A.,-11.1804,41.3188,0.0212357,-100,1.742857143
OG0013122,Prosperidade,Mozambique,discovered,2029 (expected),TotalEnergies,-10.7333,40.8687,0.0251977,-100,2.114285714
OG0013123,Golfinho/Atum,Mozambique,in development,2028 (expected),TotalEnergies,-10.5096,40.8103,0.0249044,-100,2.085714286
OG0013129,Zafarani,Tanzania,discovered,2028 (expected),Equinor,-9.24291,40.45869,0.0138647,-100,1.1
OG0013136,Taachui,Tanzania,discovered,NA,Shell plc,-9.608,39.898,0.0150629,-100,1.157142857
OG0013137,Mzia,Tanzania,discovered,2031 (expected),Shell plc,-9.8028,40.4762,0.015594,-100,1.214285714
OG0013138,Mkizi,Tanzania,discovered,NA,Shell plc,-9.992,40.433,0.0173189,-100,1.342857143
OG0013139,Jodari,Tanzania,discovered,NA,Shell plc,-10.10729,40.50203,0.0201919,-100,1.557142857
OG0013140,Chaza,Tanzania,discovered,NA,Shell plc,-10.19314,40.53798,0.0210475,-100,1.685714286
OG0013143,Pweza,Tanzania,discovered,NA,Shell plc,-9.40028,40.43668,0.0150871,-100,1.178571429
OG0013144,Lavani,Tanzania,discovered,NA,Equinor,-9.40104,40.44044,0.0150871,-100,1.178571429
OG0013145,Tangawizi,Tanzania,discovered,NA,Equinor,-9.356,40.503,0.0148474,-100,1.142857143
OG0013147,Piri,Tanzania,discovered,NA,Equinor,-9.443,40.395,0.0142134,-100,1.114285714
OG0013148,Giligiliani,Tanzania,discovered,NA,Equinor,-9.177,40.032,0.013123,-100,1.071428571
OG0013149,Mdalasini,Tanzania,discovered,NA,Equinor,-9.493,40.503,0.0143326,-100,1.128571429
OG0017067,Atum,Mozambique,operating,NA,TotalEnergies,-10.6183,40.8793,0.026692,-100,2.171428571
OG0017100,Mamba North,Mozambique,operating,NA,Eni S.P.A,-10.8753,41.2086,0.0210475,-100,1.685714286
OG0017101,Mamba Northeast,Mozambique,operating,NA,Eni S.P.A,-10.8753,41.2086,0.0210475,-100,1.685714286
OG0017102,Mamba South,Mozambique,operating,NA,Eni S.P.A,-10.8753,41.2086,0.0210475,-100,1.685714286
OG0017481,Msimbati,Tanzania,operating,NA,Maurel & Prom,-10.33331704,40.3939999,0.0236886,-1,8.257142857
OG0017496,Area 1,Mozambique,in development,2025 (expected),TotalEnergies,-10.9704,40.8465,0.0213173,-100,1.785714286
OG0017497,Area 4,Mozambique,operating,NA,Mozambique Rovuma Venture,-10.9158,41.1154,0.0223543,-100,1.871428571
OG0005123,Bongkot Main,Thailand,operating,1993,PTT Exploration and Production Public Company Limited (PTTEP),7.829,102.579,0.0123068,-50,2.157142857
OG0012873,Lengo,Indonesia,discovered,2027 (expected),KrisEnergy,-6.139999243,111.9574152,0.0129751,-50,2.242857143
OG0012891,Paus Biru,Indonesia,discovered,2027 (expected),MedcoEnergi,-7.299854927,113.455296,0.0122473,-30,2.728571429
OG0014072,Siakap North-Petai (SNP) Phase 2,Malaysia,operating,2021,PTT Exploration and ??Production Public Company Limited (PTTEP),6.075,114.343,0.0128657,-100,1.021428571
OG0014085,U Minh,Vietnam,discovered,2026 (expected),Jadestone Energy,7.6618,103.667,0.0126387,-30,2.757142857
OG0014086,Nam Du,Vietnam,discovered,2026 (expected),Jadestone Energy,7.6457,103.8752,0.0133388,-30,2.8
OG0014091,Phong Lan Dai,Vietnam,operating,NA,Rosneft,7.686,109.026,0.0167905,-100,1.3
OG0017970,Lan Do,Vietnam,operating,2018,Zarubezhneft,7.60231,108.874,0.0155023,-100,1.2
OG0018158,Siakap North-Petai,Malaysia,operating,2014,PTT Exploration and ??Production Public Company Limited (PTTEP),6.075,114.343,0.0128657,-100,1.021428571
OG0010067,Laminaria East,Australia,operating,NA,NA,-10.63214587,126.0510451,0.0742088,-100,2.685714286
OG0010810,Barossa,Australia,in development,2025 (expected),Santos Limited,-9.725,130.482,0.0186544,-100,1.414285714
OG0011937,Kebabangan,Malaysia,operating,2014,Kebabangan Production Oil Co,6.4435,115.3847,0.0131655,-100,1.085714286
OG0012021,Rotan,Malaysia,operating,2021,PTTEP Sabah Oil,7.53886,115.881,0.0319184,-100,2.357142857
OG0012023,Malikai,Malaysia,operating,2016,Shell,6.347925,115.104238,0.0129676,-100,1.057142857
OG0018170,Abadi,Indonesia,discovered,2030 (expected),INPEX Corporation,-9.1706,130.4554,0.0129476,-100,1.042857143
OG0020404,Greater Sunrise,Timor Gap,discovered,2029 (expected),Woodside Energy,-9.55,128.19,0.0255662,-100,2.128571429
OG0002257,Ku,Mexico,operating,1981,PEMEX,19.5078002,-92.19671584,0.0911921,-50,5.614285714
OG0002258,Ayatsil,Mexico,operating,2015,PEMEX,19.62534572,-92.35402745,0.082628,-100,2.7
OG0002259,Akal,Mexico,operating,1979,PEMEX,19.3991,-92.0532,0.0848704,-30,7.314285714
OG0002262,Balam,Mexico,operating,1993,PEMEX,19.48528569,-91.95634902,0.0882526,-30,7.607142857
OG0002265,Ek,Mexico,operating,1991,PEMEX,19.5063,-91.9976,0.0882526,-30,7.607142857
OG0002266,Onel,Mexico,operating,2013,PEMEX,19.3317,-92.3979,0.0573516,-50,5.035714286
OG0002267,Xikin,Mexico,operating,2019,PEMEX,18.6625,-93.3353,0.0261779,-30,5.535714286
OG0002269,Yaxché,Mexico,operating,2006,PEMEX,18.5136,-93.2765,0.0252539,-20,6.585714286
OG0002273,Tekel,Mexico,operating,2023,PEMEX,19.6954,-92.3465,0.0975375,-100,2.842857143
OG0002274,Lakach,Mexico,in development,2026 (expected),Grupo Carso,19.0516791,-95.26597945,0.0282018,-100,2.257142857
OG0002275,Pokché,Mexico,operating,2020,PEMEX,18.509,-93.441,0.0233151,-5,7.707142857
OG0002277,Xux,Mexico,operating,2014,PEMEX,18.6843,-92.7591,0.0288993,-10,8.2
OG0002278,Arenque,Mexico,operating,1970,PEMEX,22.2437,-97.5247,0.1593553,-50,6.25
OG0002280,Xanab,Mexico,operating,2009,PEMEX,18.5379,-93.3825,0.0248678,-5,8.164285714
OG0002281,Etkal,Mexico,operating,NA,PEMEX,19.0564,-92.1467,0.0488569,-20,8.085714286
OG0002282,Sihil,Mexico,operating,2002,PEMEX,19.4251,-92.0655,0.0848704,-30,7.314285714
OG0002283,Suuk,Mexico,operating,NA,PEMEX,18.7259,-93.3695,0.0261779,-50,3.8
OG0002284,Ixtal,Mexico,operating,2005,PEMEX,19.3784,-92.338,0.0725301,-50,5.285714286
OG0002286,Puerto Ceiba,Mexico,operating,1985,PEMEX,18.4536,-93.2239,0.0252695,5,8.642857143
OG0002290,Homol,Mexico,operating,2007,PEMEX,19.0395,-92.263,0.0344784,-20,7.557142857
OG0002293,Kambesah,Mexico,operating,NA,PEMEX,19.4032,-92.1562,0.0838166,-30,7.242857143
OG0002300,Tsimín,Mexico,operating,2012,PEMEX,18.71393514,-92.69091795,0.0297032,-10,8.214285714
OG0002303,Esah,Mexico,operating,2022,PEMEX,19.2726,-92.4394,0.0602768,-50,5.121428571
OG0002304,Lum,Mexico,operating,2006,PEMEX,19.5969,-92.0562,0.0942755,-50,5.807142857
OG0002306,Koban,Mexico,operating,2021,PEMEX,18.5719,-92.7752,0.0278821,-10,8.085714286
OG0002308,Takín,Mexico,operating,2008,PEMEX,19.2871,-91.955,0.0751791,-20,8.428571429
OG0002311,Kax,Mexico,operating,1995,PEMEX,19.1302,-92.4805,0.0424914,-30,6.271428571
OG0002319,Kuil,Mexico,operating,2012,PEMEX,19.0482,-92.1979,0.0488569,-10,8.585714286
OG0002321,Mulach,Mexico,operating,2020,PEMEX,18.4758,-93.3497,0.0248678,-5,8.164285714
OG0002324,Ixtoc,Mexico,operating,1984,PEMEX,19.4441,-92.2166,0.0911921,-30,7.707142857
OG0002325,May,Mexico,operating,2005,PEMEX,18.7141,-92.5967,0.0302964,-10,8.242857143
OG0002328,Teca,Mexico,operating,2021,PEMEX,18.4347,-94.1159,0.0216598,-50,3.242857143
OG0002329,Bolontikú,Mexico,operating,NA,PEMEX,18.8954,-92.5744,0.0308036,-20,7.285714286
OG0002330,Och,Mexico,operating,1990,PEMEX,19.1988,-92.4893,0.053038,-50,4.957142857
OG0002332,Tetl,Mexico,operating,NA,NA,18.4678,-93.6655,0.0267719,-30,5.585714286
OG0002334,Taratunich,Mexico,operating,NA,PEMEX,19.4015,-92.279,0.0779383,-50,5.314285714
OG0002335,Uech,Mexico,operating,NA,PEMEX,19.1295,-92.5456,0.0459813,-50,4.592857143
OG0002339,Cheek,Mexico,operating,NA,NA,19.1241,-92.2435,0.0446183,-20,7.942857143
OG0002340,Chuc,Mexico,operating,1982,PEMEX,19.1649,-92.2903,0.0509885,-30,6.657142857
OG0002344,Bacab,Mexico,operating,1991,PEMEX,19.5659,-92.119,0.0942755,-50,5.807142857
OG0002346,Chac,Mexico,operating,NA,PEMEX,19.3724,-91.9624,0.0869095,-30,7.435714286
OG0002347,Kutz,Mexico,operating,NA,PEMEX,19.4468,-92.115,0.0915025,-30,7.778571429
OG0002348,Nohoch,Mexico,operating,NA,PEMEX,19.3509,-91.989,0.0869095,-20,8.571428571
OG0002349,Abkatún,Mexico,operating,1980,PEMEX,19.2491,-92.1876,0.0706389,-20,8.4
OG0002351,Caan,Mexico,operating,1985,PEMEX,19.23917197,-92.0602703,0.0611582,-20,8.371428571
OG0002352,Ché,Mexico,operating,NA,PEMEX,19.0012,-92.186,0.0363447,-10,8.457142857
OG0002353,Chuhuk,Mexico,operating,NA,PEMEX,18.9567,-92.2637,0.0344784,-20,7.557142857
OG0002354,Kanaab,Mexico,operating,NA,PEMEX,19.353,-92.2329,0.0779383,-30,7.171428571
OG0002362,Hokchi,Mexico,operating,2020,Hokchi Energy,18.6298,-93.3458,0.0244706,-30,5.271428571
OG0002367,Octli,Mexico,operating,2020,PEMEX,18.3138,-94.2605,0.0196352,-30,3.728571429
OG0002368,Teekit Profundo,Mexico,operating,NA,NA,18.6167,-93.0761,0.0273798,-20,6.914285714
OG0002369,Maloob,Mexico,operating,1985,PEMEX,19.5895,-92.2458,0.0973531,-50,5.871428571
OG0002370,Zaap,Mexico,operating,1992,PEMEX,19.5531,-92.2365,0.0973531,-50,5.871428571
OG0002406,Trion,Mexico,in development,2028 (expected),Woodside Petroleum Ltd.,25.76429049,-95.38528437,0.2806186,-100,3.821428571
OG0002413,Cahua,Mexico,operating,2020,PEMEX,18.2956,-94.1002,0.0255091,-20,6.6
OG0002450,Kab,Mexico,operating,NA,PEMEX,18.7911,-92.7334,0.0281711,-20,7.007142857
OG0002459,Manik NW,Mexico,operating,2020,PEMEX,19.445,-92.3656,0.0772322,-50,5.3
OG0002493,Sinán,Mexico,operating,2003,PEMEX,18.9459,-92.6723,0.0345113,-30,6.071428571
OG0002508,Tlacame,Mexico,operating,2020,PEMEX,18.5078,-93.454,0.0233151,-5,7.707142857
OG0002673,Zama,Mexico,discovered,2028 (expected),PEMEX,18.857301,-93.535393,0.0296511,-100,2.3
OG0002676,Kayab,Mexico,in development,2025 (expected),NA,19.7342,-92.4332,0.0880874,-100,2.742857143
OG0002677,Pit,Mexico,discovered,2025 (expected),PEMEX,19.7697,-92.2687,0.1087011,-100,2.928571429
OG0002679,Ichalkil,Mexico,operating,2021,Lukoil,19.0393,-92.4785,0.034465,-20,7.485714286
OG0002683,Amoca,Mexico,operating,2022,"Eni méxico, S. de R.L. de C.V.",18.3352,-93.8733,0.0230364,-30,4.842857143
OG0002689,Miztón,Mexico,operating,2019,"Eni méxico, S. de R.L. de C.V.",18.4028,-93.7858,0.0224564,-30,4.614285714
OG0002701,Bagre,Mexico,operating,NA,PEMEX,20.973,-97.0474,0.0927277,-30,7.814285714
OG0002709,Pokoch,Mexico,operating,2021,Lukoil,19.1687,-92.431,0.053038,-30,6.728571429
OG0002720,Uchbal,Mexico,operating,NA,NA,18.6861,-93.3225,0.0273897,-30,5.642857143
OG0014196,Tahiti/Cae/Tong (GC640) - Anadarko,United States,operating,2009,Anadarko,27.244,-90.83325,0.3733789,-100,6.171428571
OG0014198,Lucius (KC875) - Anadarko,United States,operating,NA,Anadarko,26.10225,-92.0615,0.3824098,-100,6.414285714
OG0014200,Holstein (GC644) - Anadarko,United States,operating,NA,Anadarko,27.3265,-90.539,0.4084831,-100,7.342857143
OG0014201,Hopkins (GC627) - Anadarko,United States,operating,NA,Anadarko,27.339,-91.393,0.3195214,-100,4.935714286
OG0014202,Heidelberg (GC859) - Anadarko,United States,operating,NA,Anadarko,27.091,-90.8115,0.3903639,-100,6.778571429
OG0014274,EI276 - Arena,United States,operating,NA,Arena Offshore,28.432,-91.4735,0.3550546,-50,9
OG0014275,EI330 - Arena,United States,operating,NA,Arena Offshore,28.22,-91.70625,0.3171155,-50,8.6
OG0014276,HI545A - Arena,United States,operating,NA,Arena Offshore,27.999,-93.96,0.3005582,-50,8.442857143
OG0014670,Tahiti/Cae/Tong (GC640) - Chevron,United States,operating,2009,Chevron,27.35125,-90.73375,0.3659114,-100,6.014285714
OG0014671,Big Foot (WR029) - Chevron,United States,operating,NA,Chevron,26.934,-90.523,0.3891288,-100,6.671428571
OG0014672,Jack (WR759) - Chevron,United States,operating,NA,Chevron,26.19166667,-91.44066667,0.403185,-100,7.128571429
OG0015043,Genesis (GC205) - Talos,United States,operating,NA,Talos,27.719,-90.555,0.3750683,-100,6.2
OG0015044,Brutus (GC158) - Talos,United States,operating,NA,Talos,27.7855,-90.6515,0.3592377,-100,5.921428571
OG0015159,Julia (WR627) - Exxon Mobil,United States,operating,NA,Exxon Mobil,26.401,-91.3575,0.4161785,-100,7.657142857
OG0015160,Hoover (AC025) - Exxon Mobil,United States,operating,NA,Exxon Mobil,26.945,-94.705,0.2505233,-100,3.542857143
OG0015324,Salsa (GB171) - Hess,United States,operating,NA,Hess Corporation,27.78,-92.023,0.3049891,-100,4.392857143
OG0015325,Baldpate (GB260) - Hess,United States,operating,NA,Hess Corporation,27.75825,-91.9985,0.3049891,-100,4.392857143
OG0015322,Stampede (GC468) - Hess,United States,operating,NA,Hess Corporation,27.472,-90.57633333,0.4123227,-100,7.557142857
OG0015604,Buckskin (KC872) - LLOG Offshore,United States,operating,NA,LLOG Exploration Offshore,26.168,-92.133,0.3893917,-100,6.75
OG0015747,Front Runner (GC339) - Murphy,United States,operating,NA,Murphy E&P. Company,27.615,-90.443,0.3931094,-100,6.814285714
OG0015607,Brutus (GC158) - LLOG Offshore,United States,operating,NA,LLOG Exploration Offshore,27.765,-90.701,0.3592377,-100,5.921428571
OG0015743,Chinook (WR469) - Murphy,United States,operating,NA,Murphy E&P. Company,26.52,-90.5325,0.4444258,-100,8.042857143
OG0015750,Cascade (WR206) - Murphy,United States,operating,NA,Murphy E&P. Company,26.737,-90.4785,0.3465115,-100,5.628571429
OG0016202,Llano (GB387) - Shell,United States,operating,NA,Shell,27.6075,-92.2935,0.3217106,-100,5.035714286
OG0016204,Great White (AC857) - Shell,United States,operating,NA,Shell,26.11466667,-94.91033333,0.2883613,-100,4
OG0016207,Stones (WR508) - Shell,United States,operating,NA,Shell,26.4805,-90.775,0.4388548,-100,8.028571429
OG0016209,Auger (GB426) - Shell,United States,operating,NA,Shell,27.55033333,-92.43233333,0.2869703,-100,3.9
OG0016212,Tobago (AC859) - Shell,United States,operating,NA,Shell,26.138,-94.79,0.2831486,-100,3.842857143
OG0016361,Phoenix (GC236) - Talos ERT,United States,operating,NA,Talos ERT,27.7055,-91.118,0.3212404,-100,5.007142857
