Unit_ID,Unit_Name,Country_Area,Status,Production_start_year,Operator,Latitude,Longitude,Cat_3,Bathymetry_class,RiskScore
OG0016505,Saint Malo (WR678) - Union,United States,operating,NA,Union Oil Company Of California,26.30333333,-91.08466667,0.430767,-100,7.971428571
OG0016594,Mahogany (SS349) - W & T,United States,operating,NA,W & T Offshore,28.058,-91.0675,0.373124,-100,6.15
OG0016597,Magnolia (GB783) - W & T,United States,operating,NA,W & T Offshore,27.215,-92.1985,0.2859365,-100,3.885714286
OG0016612,ST311 - Walter,United States,operating,NA,Walter Oil & Gas Corporation,28.113,-90.538,0.3643418,-100,5.978571429
OG0016614,EW910 - Walter,United States,operating,NA,Walter Oil & Gas Corporation,28.075,-90.538,0.3643418,-100,5.978571429
OG0018197,Tlamatini,Mexico,operating,NA,PEMEX,18.48,-93.509,0.0233151,-5,7.707142857
OG0018198,Itta,Mexico,operating,2021,PEMEX,18.621,-93.298,0.0268506,-20,6.828571429
OG0018199,Tlalkivak,Mexico,operating,2023,PEMEX,18.499,-92.856,0.0248059,-10,7.392857143
OG0018221,Kan,Mexico,discovered,NA,Wintershall Dea,18.69384551,-93.13616472,0.0276895,-30,5.678571429
OG0018222,Yatzil,Mexico,discovered,NA,Eni,18.44218052,-93.94345775,0.0211215,-30,4.085714286
OG0018905,GC019 - Talos Energy Offshore,United States,operating,NA,Talos,27.9665,-91.0365,0.3679257,-100,6.1
OG0018906,Troika (GC244) - Quarternorth Energy,United States,operating,NA,Quarternorth Energy,27.74933333,-90.73466667,0.3429095,-100,5.485714286
OG0018925,Whale (AC772) - Shell,United States,operating,2025,Shell,26.2944,-94.2048,0.3084265,-100,4.628571429
OG0018926,Anchor (GC807) - Chevron,United States,operating,2024,Chevron,27.14459,-91.13383,0.3255592,-100,5.071428571
OG0019528,Sparta (GB959) - Shell,United States,in development,2028 (expected),Shell,27.0451,-92.1743,0.2924107,-100,4.042857143
OG0019529,Shenandoah (WR051) - Beacon,United States,in development,2025 (expected),Beacon Offshore Energy,26.9315,-91.4737,0.3722201,-100,6.128571429
OG0019532,Leon (KC642) - LLOG,United States,in development,2025 (expected),LLOG Exploration Offshore,26.3366,-92.9129,0.3643688,-100,6
OG0019534,Winterfell (GC943/GC944) - Beacon,United States,operating,2024,BOE Exploration & Production,27.084,-91.1969,0.3514189,-100,5.785714286
OG0019541,Blacktip (AC380) - LLOG,United States,discovered,2027 (expected),LLOG Exploration Offshore,26.5637,-94.4754,0.2624077,-100,3.657142857
OG0019542,Gotcha (AC865) - Total,United States,discovered,2026 (expected),Total,26.44920801,-95.24420577,0.2836484,-100,3.871428571
OG0019555,Guadalupe (KC010) - Chevron,United States,discovered,2030 (expected),Chevron,26.9485,-93.4506,0.2986722,-100,4.2
OG0019556,Tiber (KC102) - BP,United States,discovered,2040 (expected),BP,26.839,-93.173,0.3262677,-100,5.121428571
OG0019557,Kaskida (KC192) - BP,United States,in development,2029 (expected),BP,27.99159668,-91.40521693,0.3183777,-100,4.857142857
OG0019567,Monument (WR316) - Beacon,United States,in development,2026 (expected),Beacon Offshore Energy,26.65693683,-91.5791578,0.350471,-100,5.7
OG0020644,Sunspear - Talos,United States,discovered,2025 (expected),Talos,27.04921602,-90.44862671,0.4209888,-100,7.828571429
OG0020669,Tiberus (KC964) - Kosmos,United States,discovered,2028 (expected),Kosmos Energy,27.139611,-93.180667,0.3082444,-100,4.571428571
OG0020851,Akal NW,Mexico,operating,NA,NA,19.506456,-92.069246,0.0915025,-50,5.678571429
OG0020876,Xanab SE,Mexico,operating,NA,NA,18.477426,-93.330972,0.0248678,-20,6.442857143
OG0020883,Xale,Mexico,discovered,NA,PEMEX,18.506289,-94.232307,0.0245476,-50,3.628571429
OG0020884,Tentok,Mexico,operating,NA,PEMEX,18.735146,-93.110705,0.028199,-30,5.771428571
OG0020889,Yopaat,Mexico,discovered,NA,Eni,18.8498004,-93.82384496,0.0306304,-100,2.342857143
OG0002811,Ballena,Colombia,operating,NA,Hocol S.A.,11.728,-72.799,0.1757619,-5,9.178571429
OG0002889,Chuchupa,Colombia,operating,NA,Hocol S.A.,11.728,-72.799,0.1757619,-5,9.178571429
OG0005058,Urdaneta Oeste,Venezuela,operating,NA,"Petroregional del Lago, S.A.",10.11154704,-71.8185787,0.0169051,-10,5.242857143
OG0005072,Varadero,Cuba,operating,NA,CUPET,23.147,-81.343,0.5627392,5,10
OG0005073,Yumuri-Seboruco,Cuba,operating,NA,Sheritt International,23.169,-81.598,0.5927336,-1,9.971428571
OG0005162,Varadero West,Cuba,operating,NA,CUPET,23.145,-81.33,0.5475505,5,9.985714286
OG0005171,Ceuta,Venezuela,operating,NA,PDVSA,9.782287875,-71.19270076,0.0160976,-20,3.914285714
OG0005172,Lamar,Venezuela,operating,NA,PDVSA,10.165,-71.476,0.018226,-10,5.514285714
OG0005177,Centro,Venezuela,operating,NA,NA,9.860043787,-71.38786412,0.0161747,-20,3.928571429
OG0005185,Tía Juana,Venezuela,operating,NA,Petrocabimas,10.3212,-71.7711,0.0196661,5,7.2
OG0009180,Perla,Venezuela,operating,2015,Cardón IV S.A,12.01608,-70.549766,0.3511733,-50,8.957142857
OG0014199,K2 (GC562) - Anadarko,United States,operating,NA,Anadarko,27.4085,-90.281,0.4082588,-100,7.314285714
OG0014323,Claiborne (MC794) - Beacon Growthco,United States,operating,NA,Beacon Growthco,28.146,-89.854,0.3401516,-100,5.392857143
OG0014342,Shenzi (GC654) - Woodside,United States,operating,2009,Woodside Energy Group,27.3354,-90.1144,0.4186736,-100,7.75
OG0014391,Thunder Horse (MC778) - BP,United States,operating,NA,BP,28.18266667,-88.49466667,0.4265355,-100,7.9
OG0014392,Atlantis (GC743) - BP,United States,operating,NA,BP,27.24333333,-90.01266667,0.4346705,-100,7.985714286
OG0014393,Mad Dog (GC826) - BP,United States,operating,2005,BP,27.1564,-90.3042,0.4190458,-100,7.778571429
OG0014394,N. Thunder Horse (MC776) - BP,United States,operating,NA,BP,28.211,-88.5525,0.4109302,-100,7.435714286
OG0014397,Fourier/Sumter (MC522) - BP,United States,operating,NA,BP,28.462,-88.121,0.394763,-100,6.842857143
OG0014398,East Anstey (MC607) - BP,United States,operating,NA,BP,28.4535,-88.236,0.3985057,-100,6.95
OG0014673,Blind Faith (MC696) - Chevron,United States,operating,NA,Chevron,28.3015,-88.2095,0.4089746,-100,7.371428571
OG0015029,Devils Tower (MC773) - ENI,United States,operating,NA,ENI Petroleum,28.219,-88.77425,0.4082475,-100,7.271428571
OG0015032,Allegheny (GC254) - ENI,United States,operating,NA,ENI Petroleum,27.6915,-90.2615,0.3485053,-100,5.657142857
OG0015042,Lobster/Oyster (EW873) - Talos,United States,operating,NA,Talos,28.089,-90.186,0.3378617,-100,5.342857143
OG0015031,Longhorn (MC546) - ENI,United States,operating,NA,ENI Petroleum,28.4435,-89.0735,0.3808071,-100,6.378571429
OG0015323,Tubular Bells (MC682) - Hess,United States,operating,NA,Hess Corporation,28.26466667,-88.88966667,0.4056247,-100,7.221428571
OG0015524,Devils Tower (MC773) - Kosmos,United States,operating,NA,Kosmos Energy,28.247,-88.82,0.4126304,-100,7.607142857
OG0015525,Fourier/Sumter (MC522) - Kosmos,United States,operating,NA,Kosmos Energy,28.476,-88.137,0.404525,-100,7.142857143
OG0015605,Longhorn (MC546) - LLOG Offshore,United States,operating,NA,LLOG Exploration Offshore,28.43666667,-89.04066667,0.3808071,-100,6.378571429
OG0015606,Appaloosa (MC503) - LLOG Offshore,United States,operating,NA,LLOG Exploration Offshore,28.466,-89.025,0.3843282,-100,6.514285714
OG0015749,Medusa (MC582) - Murphy,United States,operating,NA,Murphy E&P. Company,28.3935,-89.4665,0.3126732,-100,4.707142857
OG0015745,ST228 - Murphy,United States,operating,NA,Murphy E&P. Company,28.362,-90.202,0.3442197,-50,8.9
OG0016211,Coulomb (MC657) - Shell,United States,operating,NA,Shell,28.369,-87.939,0.3956947,-100,6.892857143
OG0016203,Mars-Ursa (MC807) - Shell,United States,operating,NA,Shell,28.16492857,-89.17357143,0.3839557,-100,6.478571429
OG0016210,Europa (MC935) - Shell,United States,operating,NA,Shell,28.038,-89.442,0.3443584,-100,5.6
OG0016206,Kaikias (MC768) - Shell,United States,operating,NA,Shell,28.176,-88.98666667,0.3849515,-100,6.564285714
OG0016595,Gladden (MC800) - W & T,United States,operating,NA,W & T Offshore,28.152,-89.56,0.3283046,-100,5.214285714
OG0016611,Hummingbird (EW878) - Walter,United States,operating,NA,Walter Oil & Gas Corporation,28.1518,-89.9544,0.351373,-100,5.757142857
OG0017600,Vito (MC940) - Shell,United States,operating,2023,Shell Offshore,27.963,-89.138,0.3433179,-100,5.5
OG0017955,Ballymore (MC607) - Chevron,United States,in development,2025 (expected),Chevron U.S.A. Inc,28.366,-88.241,0.4023442,-100,7.114285714
OG0017956,Rydberg (MC525) - Shell,United States,operating,2024,Shell,28.4556347,-87.9529584,0.4051212,-100,7.185714286
OG0017960,Dover (MC612) - Shell,United States,in development,2025 (expected),Shell,27.3683,-87.9919,0.4301892,-100,7.914285714
OG0018191,PowerNap (MC943) - Shell,United States,operating,2022,Shell Offshore,28.036,-88.992,0.3665862,-100,6.057142857
OG0018897,Mormont West (GC478) - Murphy,United States,operating,NA,Murphy Oil,27.491,-90.071,0.4007805,-100,7.05
OG0018899,(WLDMC943) - Shell Offshore,United States,operating,NA,Shell,28.03,-89.017,0.3703181,-100,6.114285714
OG0018900,Spruance (EW921) - Llog Exploration Offshore,United States,operating,2022,LLOG Exploration Offshore,28.0855,-90.006,0.378229,-100,6.328571429
OG0018901,Big Bend (MC698) - Quarternorth Energy,United States,operating,NA,Quarternorth Energy,28.302,-88.086,0.3962028,-100,6.928571429
OG0018902,GC039 - Quarternorth Energy,United States,operating,NA,Quarternorth Energy,27.924,-89.962,0.3995916,-100,6.971428571
OG0018903,MC607 - Quarternorth Energy,United States,operating,NA,Quarternorth Energy,28.475,-88.236,0.3985057,-100,6.95
OG0018908,Gunflint (MC948) - Quarternorth Energy,United States,operating,NA,Quarternorth Energy,28.012,-88.7705,0.3754985,-100,6.214285714
OG0018909,Pegasus GC385 - Eni,United States,operating,NA,Eni S.P.A.,27.583,-90.313,0.3756797,-100,6.25
OG0018910,Dantzler (MC782) - Quarternorth Energy,United States,operating,NA,Quarternorth Energy,28.213,-88.282,0.4087943,-100,7.357142857
OG0019536,Dome Patrol (MC505) - LLOG,United States,operating,2023,LLOG Exploration Offshore,28.470609,-88.939997,0.3843282,-100,6.514285714
OG0019539,Shenzi North (GC654) - Woodside,United States,operating,2023,Woodside Energy Group,27.367921,-90.116716,0.4186736,-100,7.75
OG0019549,Khaleesi (GC389) - Murphy Oil,United States,operating,2022,Murphy Oil,27.522,-90.1046,0.4007805,-100,7.05
OG0019550,Mormont (GC390) - Murphy Oil,United States,operating,2022,Murphy Oil,27.522,-90.1046,0.4007805,-100,7.05
OG0019551,Samurai (GC432) - Murphy Oil,United States,operating,2022,Murphy Oil,27.537,-90.168,0.3755385,-100,6.228571429
OG0019552,Warrior (GC563) - Anadarko,United States,discovered,2030 (expected),Anadarko,27.406112,-90.202272,0.4172557,-100,7.671428571
OG0019577,Boca de Jaruco,Cuba,operating,NA,NA,23.17367056,-82.12836514,0.5699742,-5,9.928571429
OG0019605,Puerto Escondido,Cuba,operating,NA,NA,23.17140544,-81.72025252,0.5723422,-1,9.957142857
OG0019609,Santa Cruz,Cuba,operating,NA,Melbana Energy,23.17964177,-81.93570536,0.5712164,-1,9.942857143
OG0020301,Sirius,Colombia,discovered,2027 (expected),Petrobras,11.591,-73.689,0.113922,-100,2.957142857
OG0020453,Urdaneta,Venezuela,operating,NA,NA,10.16109952,-71.77352668,0.0181027,-10,5.457142857
OG0020647,Pickerel (MC727) - Hess,United States,operating,2024,Hess Corporation,28.26464069,-88.88723484,0.4056247,-100,7.221428571
OG0020744,Who Dat (MC503),United States,operating,2011,LLOG Exploration Offshore,28.472,-89.079,0.3808071,-100,6.378571429
OG0020746,Who Dat South (MC545) - LLOG,United States,discovered,NA,LLOG Exploration Offshore,28.385,-89.333,0.3363888,-100,5.328571429
OG0005167,Dragon,Venezuela,discovered,2026 (expected),Shell,10.8691,-61.8567,0.4594302,-100,8.142857143
OG0005170,Corocoro,Venezuela,operating,2008,PetroSucre,10.1429,-62.4758,0.2173419,5,9.4
OG0009198,Pedernales,Venezuela,operating,NA,"Petrowarao, S.A.",9.977697888,-62.25907492,0.1799294,5,9.314285714
OG0009206,Mejillones,Venezuela,discovered,NA,NA,10.8531,-62.0685,0.4208894,-100,7.8
OG0010893,Red Mango,Trinidad and Tobago,operating,2007,BPTT,9.997,-60.56,0.241832,-50,7.092857143
OG0010894,Serrette,Trinidad and Tobago,operating,2011,BPTT,10.449,-60.44,0.3660251,-50,9.035714286
OG0010900,Dolphin Deep,Trinidad and Tobago,operating,2006,BG Group,10.23,-60.226,0.3433316,-100,5.535714286
OG0010902,Amherstia,Trinidad and Tobago,operating,2000,Perenco,9.965,-60.459,0.241605,-50,7.05
OG0010903,Angelin,Trinidad and Tobago,operating,2019,BPTT,10.393,-60.589,0.358332,-50,9.014285714
OG0010904,Savonette,Trinidad and Tobago,operating,2009,BPTT,10.08,-60.27,0.2943189,-50,8.385714286
OG0010905,Savannah,Trinidad and Tobago,operating,2021,BPTT,9.994,-60.146,0.2538166,-100,3.578571429
OG0010906,Corallita,Trinidad and Tobago,operating,2017,BPTT,10.078,-60.222,0.2943189,-100,4.121428571
OG0010907,Sercan,Trinidad and Tobago,operating,2017,EOG Resources,10.447,-60.392,0.3660251,-50,9.035714286
OG0010908,Greater Angostura,Trinidad and Tobago,operating,2005,Woodside Energy Group,10.706,-60.591,0.3857507,-50,9.1
OG0010909,Kapok,Trinidad and Tobago,operating,2003,BPTT,9.873,-60.484,0.2015812,-50,6.628571429
OG0010910,Cassra,Trinidad and Tobago,operating,2022,Shell TT,11.49387642,-60.6380014,0.6522597,-100,8.271428571
OG0010911,Bounty,Trinidad and Tobago,operating,2021,BG Group,10.24,-60.132,0.3407406,-100,5.435714286
OG0010912,Poinsettia,Trinidad and Tobago,operating,2009,BG Group,11.223,-61.533,0.5086253,-100,8.185714286
OG0010913,Ruby,Trinidad and Tobago,operating,2021,Woodside Energy Group,10.747,-60.529,0.3905387,-50,9.157142857
OG0010914,Kairi,Trinidad and Tobago,operating,2005,Woodside Energy Group,10.706,-60.591,0.3857507,-50,9.1
OG0010915,Immortelle,Trinidad and Tobago,operating,1994,Perenco,9.996,-60.478,0.241832,-50,7.092857143
OG0010916,Toucan,Trinidad and Tobago,operating,2010,EOG Resources Trinidad,10.461,-60.315,0.3761231,-100,6.285714286
OG0010918,Cypre,Trinidad and Tobago,in development,2025 (expected),BPTT,10.03098506,-60.28975917,0.2552229,-50,7.485714286
OG0010922,Endeavour,Trinidad and Tobago,operating,2021,BG Group,10.302,-60.185,0.3605437,-100,5.957142857
OG0010924,Iguana,Trinidad and Tobago,operating,2018,De Novo Energy,10.316,-61.851,0.3202185,-20,9.328571429
OG0010925,Cashima,Trinidad and Tobago,operating,2007,Perenco,10.066,-60.403,0.2746764,-50,7.878571429
OG0013081,Liza,Guyana,operating,2019,ExxonMobil,8.2244,-56.9426,0.0211429,-100,1.728571429
OG0013082,Payara,Guyana,operating,2023,ExxonMobil,8.2836,-56.9535,0.0176217,-100,1.357142857
OG0013083,Snoek,Guyana,in development,2026 (expected),ExxonMobil,8.033,-56.877,0.0251695,-100,2.1
OG0013084,Liza Deep,Guyana,operating,2022,ExxonMobil,8.146,-56.9335,0.0205934,-100,1.642857143
OG0013086,Ranger,Guyana,discovered,NA,ExxonMobil,8.9682,-57.326,0.0534924,-100,2.585714286
OG0013931,Barracuda,Trinidad and Tobago,operating,2021,BG Group,10.24,-60.132,0.3407406,-100,5.435714286
OG0017982,Uaru,Guyana,in development,2026 (expected),ExxonMobil,8.0068,-56.8277,0.0230085,-100,1.957142857
OG0018396,Matapal,Trinidad and Tobago,operating,2021,BPTT,10.11878961,-60.34034553,0.284757,-50,8.085714286
OG0018397,Manakin,Trinidad and Tobago,discovered,NA,BPTT,9.974027352,-60.29492176,0.2552229,-50,7.485714286
OG0018398,Manatee,Trinidad and Tobago,in development,2027 (expected),Shell TT,9.969369,-60.151084,0.2538166,-100,3.578571429
OG0018403,Juniper,Trinidad and Tobago,operating,2017,BPTT,10.078,-60.222,0.2943189,-100,4.121428571
OG0018409,Horst,Trinidad and Tobago,operating,NA,Woodside Energy Group,10.706,-60.591,0.3857507,-50,9.1
OG0020631,Lancetfish-1,Guyana,discovered,NA,ExxonMobil,8.0483,-57.0016,0.0248201,-100,2.064285714
OG0020698,Manakin-Cocuina,Venezuela-Trinidad and Tobago,discovered,NA,BP,9.974027352,-60.29492176,0.2552229,-50,7.485714286
OG0020699,Cocuina,Venezuela,discovered,NA,BP,9.974027352,-60.29492176,0.2552229,-50,7.485714286
OG0020701,Dorado,Venezuela,discovered,NA,NA,9.873,-60.484,0.2015812,-50,6.628571429
OG0020702,Kapok-Dorado,Venezuela-Trinidad and Tobago,operating,NA,NA,9.873,-60.484,0.2015812,-50,6.628571429
OG0013103,Orca,Mauritania,discovered,2036 (expected),BP,16.592,-17.171,0.0239498,-100,2.014285714
OG0013150,Greater Tortue Ahmeyim,Senegal-Mauritania,operating,2025,BP,15.967,-17.662,0.0230063,-100,1.942857143
OG0013151,Tortue,Mauritania,operating,2025,BP,16.123,-17.629,0.0219989,-100,1.85
OG0013152,Ahmeyim,Senegal,operating,2025,BP,16.123,-17.629,0.0219989,-100,1.85
OG0013153,Sangomar,Senegal,operating,2024,Woodside Energy,13.7353,-17.6065,0.0201871,-100,1.542857143
OG0017487,BirAllah,Mauritania,discovered,2028 (expected),BP Mauritania Investments,16.29075555,-16.9892647,0.0244668,-100,2.042857143
OG0017488,Yakaar-Teranga,Senegal,discovered,2027 (expected),Kosmos Energy Ltd.,15.221,-18.073,0.0197889,-100,1.471428571
OG0012200,Foroozan,Saudi Arabia-Iran,operating,1975,Iranian Offshore Oil Company,28.3995,49.6511,0.0218806,-30,4.25
OG0012219,Balal,Iran,operating,2003,Iranian Offshore Oil Company,26.3028,52.5359,0.0135319,-50,2.328571429
OG0012275,Dalma,United Arab Emirates,in development,2025 (expected),Abu Dhabi National Oil Company,24.665,52.365,0.0178364,-20,4.428571429
OG0012308,Satah,United Arab Emirates,operating,1987,ADNOC Offshore,25.116,52.614,0.0161987,-10,4.821428571
OG0012404,Khafji,Kuwait-Saudi Arabia,operating,1961,Khafji Joint Operations,28.2744,48.8864,0.0154837,-10,4.228571429
OG0012458,Al Bunduq,Qatar,operating,1975,Bunduq Company Limited,25.126,52.60914,0.0161987,-10,4.821428571
OG0012461,Al-Karkara/A-Structure,Qatar,operating,NA,Qatar Petroleum Development Company,25.08114,52.484725,0.0168663,-10,5.171428571
OG0012462,Al Shaheen,Qatar,operating,1994,North Oil Company,26.51422,51.92192,0.0162185,-30,3.328571429
OG0012464,North Field,Qatar,operating,1991,QatarEnergy,26.57116,51.85212,0.0157718,-30,3.114285714
OG0012465,Al Rayyan,Qatar,operating,1996,QatarEnergy,26.65912,51.57252,0.0149968,-30,2.9
OG0012467,Dolphin,Qatar,operating,NA,Dolphin Energy Limited,26.1938,52.0041,0.0181595,-20,4.642857143
OG0012469,Idd El Shargi North Dome (ISND),Qatar,operating,1964,QatarEnergy,25.46792,52.37386,0.017535,-20,4.25
OG0012470,Idd El Shargi South Dome (ISSD),Qatar,operating,1999,QatarEnergy,25.33758,52.3637,0.0182469,-10,5.557142857
OG0012472,Qatargas 2,Qatar,operating,2009,QatarEnergy,26.3028,51.9223,0.0187345,-20,4.742857143
OG0012473,Maydan Mahzam,Qatar,operating,1965,QatarEnergy,25.753025,52.446605,0.017904,-20,4.442857143
OG0012476,North Field Alpha,Qatar,operating,1991,QatarEnergy,26.57116,51.85212,0.0157718,-30,3.114285714
OG0012477,North Field Bravo,Qatar,operating,1996,QatarEnergy,26.57116,51.85212,0.0157718,-30,3.114285714
OG0012478,RasGas Alpha,Qatar,operating,1999,QatarEnergy,26.57116,51.85212,0.0157718,-30,3.114285714
OG0012479,Qatargas 3,Qatar,operating,2010,QatarEnergy,26.57116,51.85212,0.0157718,-30,3.114285714
OG0012480,Qatargas 4,Qatar,operating,2011,QatarEnergy,26.57116,51.85212,0.0157718,-30,3.114285714
OG0014118,Berri,Saudi Arabia,operating,1970,Saudi Aramco,27.1145,49.6389,0.0134377,0,5.192857143
OG0014120,Marjan,Saudi Arabia,operating,1973,Saudi Aramco,28.4389,49.6746,0.0223439,-30,4.514285714
OG0014121,Manifa,Saudi Arabia,operating,1964,Saudi Aramco,27.7159,48.9834,0.0134524,-5,4.342857143
OG0017525,Berri Expansion,Saudi Arabia,in development,2025 (expected),Saudi Aramco,27.1145,49.6389,0.0134377,0,5.192857143
OG0017563,North Field East,Qatar,in development,2026 (expected),QatarEnergy,26.57116,51.85212,0.0157718,-30,3.114285714
OG0018037,Abu Sa`fah,Saudi Arabia-Bahrain,operating,1966,Saudi Aramco,26.79,50.4312,0.022857,-10,6.8
OG0018039,Hasbah,Saudi Arabia,operating,2016,Saudi Aramco,28.1477,49.9194,0.0141822,-30,2.828571429
OG0019005,North Field South,Qatar,in development,2026 (expected),QatarEnergy,26.57116,51.85212,0.0157718,-30,3.114285714
OG0019022,Farzad B,Iran,in development,2025 (expected),National Iranian Oil Company,27.71502405,49.83249031,0.0204014,-20,5.121428571
OG0019027,RasGas 2,Qatar,operating,NA,QatarEnergy,26.57116,51.85212,0.0157718,-30,3.114285714
OG0019035,Al-Khaleej Gas Project 2,Qatar,operating,2010,Exxonmobil,26.57116,51.85212,0.0157718,-30,3.114285714
OG0019036,Al-Khaleej Gas Project 1,Qatar,operating,2005,Exxonmobil,26.57116,51.85212,0.0157718,-30,3.114285714
OG0019101,Karan,Saudi Arabia,operating,2007,Saudi Aramco,27.72334,49.82565,0.0204014,-20,5.121428571
OG0019109,Maharah,Saudi Arabia,operating,NA,Saudi Aramco,28.30833,49.48333,0.0202665,-30,3.857142857
OG0019628,Marjan Expansion,Saudi Arabia,in development,2025 (expected),Saudi Aramco,28.4389,49.6746,0.0223439,-30,4.514285714
OG0020043,Marjan,Saudi Arabia,operating,1973,Saudi Aramco,28.4389,49.6746,0.0223439,-30,4.514285714
OG0012273,Bu Haseer,United Arab Emirates,operating,2018,Al Yasat Petroleum,25.14784225,52.79321876,0.016437,-20,4.057142857
OG0012274,Bunduq,United Arab Emirates,operating,1975,Bunduq Company Limited,25.216,52.72,0.0166225,-20,4.157142857
OG0012280,Ghasha,United Arab Emirates,in development,2025 (expected),Abu Dhabi National Oil Company,24.5016,52.8948,0.0211246,-5,6.685714286
OG0012459,Al Khalij,Qatar,operating,1997,TotalEnergies E&P-Qatar,25.92298,52.69973,0.016297,-50,2.614285714
OG0012466,Bul Hanine,Qatar,operating,1972,QatarEnergy,25.42391,52.72763,0.0164999,-10,5.007142857
OG0004951,Mumbai High,India,operating,1976,Oil and Natural Gas Corporation,19.461,71.407,0.2903254,-50,8.307142857
OG0004952,Heera & Neelam,India,operating,NA,Oil and Natural Gas Corporation,18.5925,72.29518182,0.1668523,-50,6.378571429
OG0004953,Bassein & Satellite,India,operating,1988,Oil and Natural Gas Corporation,19.199,72.124,0.2002205,-50,6.564285714
OG0012202,Hengam,Iran,operating,2010,Iranian Offshore Oil Company,26.4214,55.9659,0.0150057,-50,2.4
OG0012244,Sirri C,Iran,operating,NA,Iranian Offshore Oil Company,25.7463,54.2086,0.0165829,-50,2.642857143
OG0012260,Abu Al Bukhoosh,United Arab Emirates,operating,1972,ADNOC Offshore,24.422,53.313,0.0206493,-5,6.478571429
OG0012277,Falah,United Arab Emirates,operating,1978,Dubai Petroleum Establishment,25.625,54.21,0.0143291,-30,2.871428571
OG0012278,Fateh,United Arab Emirates,operating,1969,Dubai Petroleum Establishment,25.613,54.443,0.0120284,-50,2.142857143
OG0012287,Lower Zakum,United Arab Emirates,operating,1967,ADNOC Offshore,24.853,53.662,0.0162963,-5,5.392857143
OG0012288,Fateh/Fateh Southwest/Falah,United Arab Emirates,operating,1976,Dubai Petroleum Establishment,25.553,54.334,0.0128957,-30,2.771428571
OG0012293,Mubarak,United Arab Emirates,operating,1974,NA,25.842048,55.26227,0.0153118,-30,2.971428571
OG0012296,Nasr,United Arab Emirates,operating,2015,Abu Dhabi National Oil Company,25.377,53.537,0.0169049,-20,4.185714286
OG0012309,Satah Al Razboot (SARB),United Arab Emirates,operating,2016,ADNOC Offshore,24.792,53.247,0.0207427,-10,6.028571429
OG0012314,Umm Al Lulu,United Arab Emirates,operating,2014,ADNOC Offshore,24.483,54.056,0.0211492,-10,6.185714286
OG0012316,Umm Al Qaiwain (UAQ),United Arab Emirates,operating,2008,Sinochem,25.56390888,55.44662918,0.0143842,-20,3.6
OG0012318,Umm Al-Dalkh,United Arab Emirates,operating,1985,ADNOC Offshore,24.565,54.183,0.0164428,-10,4.971428571
OG0012319,Umm Shaif,United Arab Emirates,operating,1962,ADNOC Offshore,25.262,53.283,0.0179454,-20,4.542857143
OG0012322,Upper Zakum,United Arab Emirates,operating,1982,ADNOC Offshore,24.84287561,53.65625172,0.0162963,-5,5.392857143
OG0012555,Yumna,Oman,operating,2020,Masirah Oil,19.9841,58.546,0.402907,-50,9.214285714
